"วันเวลาที่บันทึก","วันที่","ชั่วโมง","โซน","กล้อง","ระดับน้ำ (ม.)","สถานะ","ความแม่นยำ","คำอธิบาย"
"03/07/2569 01:00:17","3 ก.ค.","01:00","วัดปึก","CAM 6","9.34","วิกฤต","98%","ตรวจพบตัวเลขบนมาตรวัดน้ำทั้งหมด 5 ค่า ได้แก่ 9.37, 9.36, 9.35, 9.34 และ 9.38 (ส่วนบนสุด) โดยระดับน้ำที่ต่ำที่สุดที่ปรากฏบนมาตรวัดคือ 9.34"
"03/07/2569 01:00:23","3 ก.ค.","01:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","The lowest fully visible number on the staff gauge is 8.84. Other visible numbers are 8.85, 8.86, and 8.87."
"03/07/2569 02:00:03","3 ก.ค.","02:00","วัดกะทิง","CAM 4","9.67","วิกฤต","95%","วิเคราะห์ภาพจากมาตรวัดระดับน้ำ พบตัวเลขที่เห็นครบถ้วนคือ 9.70, 9.69, 9.68 และ 9.67 โดยค่าต่ำสุดที่อ่านได้คือ 9.67 ซึ่งเกินกว่าเกณฑ์ระดับวิกฤต (>4.35)"
"03/07/2569 02:00:09","3 ก.ค.","02:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","The visible complete numbers on the gauge are 9.37, 9.36, 9.35, and 9.34. The lowest value among these is 9.34. Since 9.34 is greater than 4.35, the status is classified as 'วิกฤต'."
"03/07/2569 02:00:23","3 ก.ค.","02:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","The gauge shows markings 8.87, 8.86, 8.85, and 8.84. Following the rule to identify the lowest complete number visible, 8.84 is the water level. As 8.84 is greater than 4.35, the status is 'วิกฤต'."
"03/07/2569 03:00:02","3 ก.ค.","03:00","วัดกะทิง","CAM 4","9.67","วิกฤต","95%","วิเคราะห์จากมาตรวัดที่เห็นเลข 9.70, 9.69, 9.68 และ 9.67 โดยเลข 9.67 เป็นเลขที่ต่ำที่สุดที่ปรากฏในภาพ"
"03/07/2569 03:00:08","3 ก.ค.","03:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","การวิเคราะห์ภาพมาตรวัดน้ำพบตัวเลขที่สมบูรณ์ตั้งแต่ 9.34 ถึง 9.37 โดยค่าที่ต่ำที่สุดที่มองเห็นได้อย่างสมบูรณ์คือ 9.34"
"03/07/2569 03:00:13","3 ก.ค.","03:00","บ้านแตงเม","CAM 8","8.52","วิกฤต","90%","จากการตรวจสอบภาพถ่ายมาตรวัดระดับน้ำ พบตัวเลขที่เห็นได้ชัดเจนและครบถ้วน ได้แก่ 8.87, 8.86, 8.85 และ 8.84 รวมถึงตัวเลขที่อยู่ต่ำลงมาในภาพคือ 8.52 ซึ่งค่าที่ต่ำที่สุดที่อ่านได้จากภาพนี้คือ 8.52"
"03/07/2569 04:00:02","3 ก.ค.","04:00","วัดกะทิง","CAM 4","9.67","วิกฤต","95%","จากการวิเคราะห์ภาพถ่ายระดับน้ำ มีตัวเลขที่ปรากฏครบถ้วนได้แก่ 9.70, 9.69, 9.68 และ 9.67 โดยเลข 9.67 เป็นค่าที่ต่ำที่สุดในภาพ"
"03/07/2569 04:00:08","3 ก.ค.","04:00","วัดปึก","CAM 6","9.34","วิกฤต","98%","ภาพแสดงมาตรวัดระดับน้ำ โดยพบตัวเลขที่สมบูรณ์ตั้งแต่ 9.37, 9.36, 9.35 และ 9.34 เรียงตามลำดับจากบนลงล่าง ตามเกณฑ์ที่กำหนดให้เลือกเลขที่ต่ำที่สุดคือ 9.34"
"03/07/2569 04:00:13","3 ก.ค.","04:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","The lowest fully visible number on the gauge is 8.84. Other visible numbers are 8.85, 8.86, and 8.87. Since 8.84 is the lowest complete number, it represents the water level reading."
"03/07/2569 05:00:02","3 ก.ค.","05:00","วัดกะทิง","CAM 4","9.67","วิกฤต","98%","ตรวจสอบระดับน้ำจากภาพ พบเลขมาตรวัดที่เห็นสมบูรณ์คือ 9.70, 9.69, 9.68 และ 9.67 โดยเลข 9.67 เป็นเลขที่มีค่าน้อยที่สุดที่ปรากฏอยู่ในภาพ"
"03/07/2569 05:00:08","3 ก.ค.","05:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","เลขที่ปรากฏบนมาตรวัดน้ำคือ 9.37, 9.36, 9.35 และ 9.34 โดยเลขที่ต่ำที่สุดที่มองเห็นได้ชัดเจนคือ 9.34"
"03/07/2569 05:00:13","3 ก.ค.","05:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","95%","ตรวจพบตัวเลขบนมาตรวัด 8.87, 8.86, 8.85 และ 8.84 โดยเลขที่อยู่ต่ำที่สุดซึ่งแสดงถึงระดับน้ำปัจจุบันคือ 8.84"
"03/07/2569 06:00:03","3 ก.ค.","06:00","วัดกะทิง","CAM 4","9.67","วิกฤต","100%","พบตัวเลขมาตรวัดที่สมบูรณ์ 4 ค่า คือ 9.70, 9.69, 9.68 และ 9.67 ตัวเลขที่ต่ำที่สุดที่มองเห็นได้ชัดเจนคือ 9.67"
"03/07/2569 06:00:08","3 ก.ค.","06:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","The lowest completely visible number on the gauge is 9.34. The reading is classified as 'วิกฤต' as it is greater than 4.35."
"03/07/2569 06:00:13","3 ก.ค.","06:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","ตรวจพบตัวเลข 8.87, 8.86, 8.85, 8.84 บนป้ายวัดระดับน้ำ โดยเลข 8.84 เป็นค่าที่ต่ำที่สุดที่มองเห็นได้อย่างสมบูรณ์"
"03/07/2569 07:00:03","3 ก.ค.","07:00","วัดกะทิง","CAM 4","9.67","วิกฤต","95%","พบตัวเลขบนมาตรวัด 4 ค่า คือ 9.70, 9.69, 9.68 และ 9.67 โดยค่าที่ต่ำที่สุดคือ 9.67"
"03/07/2569 07:00:09","3 ก.ค.","07:00","วัดปึก","CAM 6","9.34","วิกฤต","98%","ตรวจสอบตัวเลขบนป้ายมาตรวัดน้ำ พบตัวเลขที่แสดงผลครบถ้วนได้แก่ 9.37, 9.36, 9.35 และ 9.34 โดยค่าต่ำสุดที่อ่านได้คือ 9.34"
"03/07/2569 07:00:16","3 ก.ค.","07:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","The visible complete numbers on the gauge are 8.87, 8.86, 8.85, and 8.84. Following the rule to identify the lowest complete value, 8.84 is the selected water level."
"03/07/2569 08:00:08","3 ก.ค.","08:00","วัดกะทิง","CAM 4","9.67","วิกฤต","95%","จากการวิเคราะห์ภาพมาตรวัดน้ำ เลขที่ปรากฏชัดเจนครบถ้วน ได้แก่ 9.70, 9.69, 9.68 และ 9.67 โดยค่าต่ำสุดที่อ่านได้คือ 9.67"
"03/07/2569 08:00:13","3 ก.ค.","08:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","ตรวจพบตัวเลขบนมาตรวัดน้ำ 9.37, 9.36, 9.35 และ 9.34 โดยเลขที่ต่ำที่สุดที่มองเห็นได้ครบถ้วนคือ 9.34"
"03/07/2569 08:00:18","3 ก.ค.","08:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","The image shows a water level staff gauge with clearly visible numbers. The fully visible numbers in the image are 8.87, 8.86, 8.85, and 8.84. Following the rule to select the lowest complete value, 8.84 is determined to be the current water level."
"03/07/2569 09:00:07","3 ก.ค.","09:00","วัดกะทิง","CAM 4","9.67","วิกฤต","100%","ระดับน้ำในภาพปรากฏอยู่ที่ 9.67 ซึ่งเป็นค่าที่ต่ำที่สุดของตัวเลขที่อ่านได้ชัดเจนทั้งหมดบนมาตรวัดน้ำ"
"03/07/2569 09:00:18","3 ก.ค.","09:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","The visible complete numbers on the gauge are 9.37, 9.36, 9.35, and 9.34. Following the rule to select the lowest value among the complete numbers, 9.34 is the identified water level. This value is considered critical as it exceeds the threshold defined for 'วิกฤต'."
"03/07/2569 09:00:29","3 ก.ค.","09:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","95%","จากการตรวจสอบมาตรวัดน้ำในภาพ พบตัวเลขที่แสดงครบถ้วนและไม่ถูกตัดขอบภาพ ได้แก่ 8.87, 8.86, 8.85 และ 8.84 โดยตัวเลข 8.84 เป็นค่าต่ำสุดที่เห็นในภาพ ซึ่งมีค่ามากกว่า 4.35 จึงจัดอยู่ในสถานะวิกฤต"
"03/07/2569 10:00:03","3 ก.ค.","10:00","วัดกะทิง","CAM 4","9.67","วิกฤต","100%","ภาพแสดงสเกลวัดระดับน้ำ โดยพบตัวเลขที่สมบูรณ์ทั้งหมด 4 ค่า ได้แก่ 9.70, 9.69, 9.68 และ 9.67 ตามกฎที่กำหนดให้เลือกค่าที่ต่ำที่สุดที่เป็นเลขสมบูรณ์มาใช้เป็นระดับน้ำ"
"03/07/2569 10:00:13","3 ก.ค.","10:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","เลขที่ปรากฏบนมาตรวัดน้ำคือ 9.37, 9.36, 9.35 และ 9.34 โดยเลข 9.34 เป็นค่าที่ต่ำที่สุดที่มองเห็นได้ชัดเจนครบถ้วนสมบูรณ์"
"03/07/2569 10:00:19","3 ก.ค.","10:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","95%","วิเคราะห์จากเลขมาตรวัดที่ปรากฏครบถ้วนบนภาพ โดยเลขที่ต่ำที่สุดที่มองเห็นคือ 8.84"
"03/07/2569 11:00:05","3 ก.ค.","11:00","วัดกะทิง","CAM 4","9.67","วิกฤต","95%","ตรวจสอบตัวเลขบนไม้สต๊าฟจากภาพ พบเลข 9.70, 9.69, 9.68 และ 9.67 โดยเลข 9.67 เป็นเลขที่อยู่ต่ำสุดในภาพที่มองเห็นได้ชัดเจนครบถ้วนสมบูรณ์"
"03/07/2569 11:00:10","3 ก.ค.","11:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","The visible complete numbers on the gauge are 9.34, 9.35, 9.36, 9.37, and 9.38 (partially visible but incomplete at the top). Following the rule to select the lowest complete number visible on the gauge, the reading is 9.34. As the value is greater than 4.35, the status is 'วิกฤต'."
"03/07/2569 11:00:17","3 ก.ค.","11:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","90%","Based on the visible markings on the gauge, the detected complete numbers are 8.84, 8.85, 8.86, and 8.87. Following the rule to identify the lowest complete number as the water level, 8.84 is selected. Since 8.84 is greater than 4.35, the status is classified as critical (วิกฤต)."
"03/07/2569 12:00:04","3 ก.ค.","12:00","วัดกะทิง","CAM 4","9.67","วิกฤต","90%","จากการตรวจสอบภาพถ่ายมาตรวัดระดับน้ำ พบตัวเลขที่แสดงครบถ้วนประกอบด้วย 9.70, 9.69, 9.68 และ 9.67 โดยพิจารณาตามกฎที่ให้เลือกค่าที่ต่ำที่สุดที่ปรากฏในภาพ คือ 9.67"
"03/07/2569 12:00:11","3 ก.ค.","12:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","The gauge displays several complete numbers. Identifying the lowest complete number visible in the frame, which is 9.34. Since 9.34 is greater than 4.35, the status is classified as 'วิกฤต'."
"03/07/2569 12:00:28","3 ก.ค.","12:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","90%","จากการตรวจสอบภาพ พบตัวเลขมาตรวัดที่ปรากฏชัดเจนครบถ้วน ได้แก่ 8.87, 8.86, 8.85 และ 8.84 โดยค่าที่ต่ำที่สุดที่สามารถอ่านได้คือ 8.84 ซึ่งถือเป็นระดับน้ำปัจจุบันตามมาตรวัดนี้"
"03/07/2569 13:00:03","3 ก.ค.","13:00","วัดกะทิง","CAM 4","9.67","วิกฤต","95%","เลขที่ปรากฏบนมาตรวัด ได้แก่ 9.70, 9.69, 9.68 และ 9.67 โดยเลข 9.67 คือค่าต่ำสุดที่สามารถอ่านได้จากภาพนี้"
"03/07/2569 13:00:12","3 ก.ค.","13:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","The water level is determined by the lowest fully visible complete number on the gauge, which is 9.34. All numbers shown are 9.34 or higher."
"03/07/2569 13:00:17","3 ก.ค.","13:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","จากภาพ ตรวจพบตัวเลขมาตรวัดที่สมบูรณ์ ได้แก่ 8.87, 8.86, 8.85 และ 8.84 โดยตัวเลข 8.84 อยู่ในตำแหน่งที่ต่ำที่สุดในภาพ"
"03/07/2569 14:00:09","3 ก.ค.","14:00","วัดกะทิง","CAM 4","9.67","วิกฤต","98%","Based on the provided image, the water level cannot be distinctly identified. As per the rule 'ถ้าเห็นเลขมาตรวัดแต่ไม่พบระดับน้ำ ให้ยึดเลขล่างสุด', the lowest fully visible complete number on the staff gauge, 9.67, is taken as the water level."
"03/07/2569 14:00:17","3 ก.ค.","14:00","วัดปึก","CAM 6","9.34","วิกฤต","98%","จากการตรวจสอบภาพ พบตัวเลขมาตรวัดที่ปรากฏครบถ้วน ได้แก่ 9.37, 9.36, 9.35 และ 9.34 โดยเลข 9.34 เป็นค่าที่ต่ำที่สุดที่มองเห็นได้ชัดเจนและไม่ถูกตัดขอบภาพ"
"03/07/2569 14:00:26","3 ก.ค.","14:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","From the provided image, the fully visible (complete) numbers on the staff gauge are 8.87, 8.86, 8.85, and 8.84. Following the instruction to select the lowest value among the complete numbers, 8.84 is the water level."
"03/07/2569 15:00:11","3 ก.ค.","15:00","วัดกะทิง","CAM 4","9.68","วิกฤต","95%","The lowest complete number visible on the gauge from top to bottom is 9.68. Numbers 9.70 and 9.69 are also clearly visible and complete. The number 9.67 is incomplete as its last digit is partially cut off by the bottom edge of the image."
"03/07/2569 15:00:26","3 ก.ค.","15:00","วัดปึก","CAM 6","9.34","วิกฤต","98%","Detected markings 9.37, 9.36, 9.35, and 9.34. The lowest complete visible marking is 9.34. The water level of 9.34 is greater than 4.35, indicating a critical status."
"03/07/2569 15:00:36","3 ก.ค.","15:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","95%","Based on the visual analysis of the water level staff gauge, the lowest complete number visible is 8.84. Numbers like 8.87, 8.86, and 8.85 are also fully visible. Any markings below 8.84 are cut off by the bottom edge of the image and thus considered incomplete. According to the specified thresholds, a water level greater than 4.35 is classified as 'วิกฤต'."
"03/07/2569 16:00:11","3 ก.ค.","16:00","วัดกะทิง","CAM 4","9.68","วิกฤต","95%","The water level is identified as the lowest complete number visible on the staff gauge. The numbers 9.70, 9.69, and 9.68 are fully visible. The number 9.67 is partially cut by the bottom edge of the image, rendering it incomplete for water level determination. Therefore, the lowest complete visible marking is 9.68. This level is above 4.35, indicating a critical status."
"03/07/2569 16:00:20","3 ก.ค.","16:00","วัดปึก","CAM 6","9.35","วิกฤต","98%","Detected visible complete markings 9.37, 9.36, and 9.35 from top to bottom. The number 9.34 is partially cut off by the bottom edge of the image, making it an incomplete reading. The lowest complete marking is 9.35, which is taken as the water level. Since 9.35 is greater than 4.35, the read status is 'วิกฤต'."
"03/07/2569 16:00:36","3 ก.ค.","16:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","98%","Detected complete markings: 8.87, 8.86, 8.85, 8.84. The lowest complete marking visible is 8.84, which also aligns with the green water level indicator. As 8.84 is greater than 4.35, the status is 'วิกฤต'."
"03/07/2569 17:00:07","3 ก.ค.","17:00","วัดกะทิง","CAM 4","9.68","วิกฤต","95%","The water level is determined by the lowest complete number visible on the staff gauge. The complete numbers detected from top to bottom are 9.70, 9.69, and 9.68. The number 9.67 is partially cut by the bottom edge of the image and is thus considered incomplete. The lowest complete visible marking is 9.68. As 9.68 is greater than 4.35, the status is 'วิกฤต'."
"03/07/2569 17:00:22","3 ก.ค.","17:00","วัดปึก","CAM 6","9.34","วิกฤต","95%","Upon scanning the water level staff gauge from top to bottom, the following numbers are completely visible: 9.36, 9.35, and 9.34. The number 9.37 at the top is partially cut, and the number below 9.34 is also partially cut by the bottom edge of the image. Following the rule to select the lowest complete value as the water level when the actual water line is not clearly visible, 9.34 is determined to be the water level. Based on the provided thresholds, a water level of 9.34 is greater than 4.35, hence the 'วิกฤต' status."
"03/07/2569 17:00:46","3 ก.ค.","17:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","90%","จากการตรวจสอบภาพ พบตัวเลขมาตรวัดที่เห็นสมบูรณ์ทั้งหมด ได้แก่ 8.87, 8.86, 8.85 และ 8.84 โดยค่าที่ต่ำที่สุดคือ 8.84 ซึ่งถือเป็นระดับน้ำในปัจจุบัน"
"03/07/2569 18:00:05","3 ก.ค.","18:00","วัดกะทิง","CAM 4","9.68","วิกฤต","95%","Detected visible complete markings 9.70, 9.69, and 9.68. The lowest complete reading is 9.68. The marking 9.67 is incomplete as it is cut by the bottom edge of the image. The water level of 9.68 is greater than 4.35, indicating a 'วิกฤต' status."
"03/07/2569 18:00:12","3 ก.ค.","18:00","วัดปึก","CAM 6","9.34","วิกฤต","95%","จากการตรวจสอบภาพ พบตัวเลขมาตรวัดน้ำที่มองเห็นได้ชัดเจนและครบถ้วนดังนี้ 9.37, 9.36, 9.35 และ 9.34 โดยเลข 9.34 เป็นค่าที่ต่ำที่สุดในบรรดาตัวเลขที่ปรากฏในภาพ"
"03/07/2569 18:00:21","3 ก.ค.","18:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","98%","Detected visible markings 8.87, 8.86, 8.85, and 8.84. All digits for these numbers are fully visible. The lowest complete visible marking on the gauge is 8.84, which is determined as the water level. This level is above 4.35, indicating a critical status."
"03/07/2569 19:00:08","3 ก.ค.","19:00","วัดกะทิง","CAM 4","9.68","วิกฤต","95%","Scanning the staff gauge from top to bottom, the complete numbers visible are 9.69 and 9.68. The number 9.70 is incomplete as its top part is cut off. The number 9.67 is also incomplete as its bottom part is cut off by the image's bottom edge. According to the rules, the lowest complete number is selected as the water level, which is 9.68. This level falls into the 'วิกฤต' category (>4.35)."
"03/07/2569 19:00:19","3 ก.ค.","19:00","วัดปึก","CAM 6","9.34","วิกฤต","98%","วิเคราะห์จากภาพ พบหมายเลขมาตรวัดที่สมบูรณ์ได้แก่ 9.37, 9.36, 9.35 และ 9.34 โดยหมายเลขที่ต่ำที่สุดในภาพคือ 9.34"
"03/07/2569 19:00:30","3 ก.ค.","19:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","พบตัวเลข 8.87, 8.86, 8.85 และ 8.84 ปรากฏชัดเจนบนมาตรวัด โดยเลข 8.84 เป็นค่าที่ต่ำที่สุดที่มองเห็นได้ชัดเจนครบถ้วน"
"03/07/2569 20:00:10","3 ก.ค.","20:00","วัดปึก","CAM 6","9.35","วิกฤต","98%","Detected visible complete markings 9.37, 9.36, and 9.35. The lowest complete marking is 9.35. The marking 9.34 is partially cut by the bottom edge and is therefore considered incomplete."
"03/07/2569 20:00:24","3 ก.ค.","20:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","95%","Scanned the visible numbers on the staff gauge from top to bottom. The complete numbers fully visible in the image are 8.87, 8.86, 8.85, and 8.84. Any numbers below 8.84 are partially cut off by the bottom edge of the image, making them incomplete. Following the rule to select the lowest complete value when no explicit water level is marked, 8.84 is chosen as the water level. As 8.84 is greater than 4.35, the status is 'วิกฤต'."
"03/07/2569 21:00:04","3 ก.ค.","21:00","วัดกะทิง","CAM 4","9.67","วิกฤต","90%","จากการตรวจสอบภาพมาตรวัดระดับน้ำ พบตัวเลขที่ปรากฏชัดเจนครบถ้วน ได้แก่ 9.7, 9.69, 9.68 และ 9.67 โดยค่าระดับน้ำที่ต่ำที่สุดที่มองเห็นบนมาตรวัดนี้คือ 9.67"
"03/07/2569 21:00:12","3 ก.ค.","21:00","วัดปึก","CAM 6","9.34","วิกฤต","100%","The visible complete numbers on the staff gauge are 9.37, 9.36, 9.35, and 9.34. Following the rule to select the lowest complete value, 9.34 is the identified water level. Since this value is above 4.35, the status is 'วิกฤต'."
"03/07/2569 21:00:17","3 ก.ค.","21:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","95%","จากการตรวจสอบภาพถ่ายมาตรวัดระดับน้ำ พบตัวเลขที่เห็นชัดเจนและครบถ้วนได้แก่ 8.87, 8.86, 8.85 และ 8.84 โดยค่าที่ต่ำที่สุดคือ 8.84 ซึ่งถือเป็นระดับน้ำปัจจุบันตามเกณฑ์ที่กำหนด"
"03/07/2569 22:00:02","3 ก.ค.","22:00","วัดกะทิง","CAM 4","9.67","วิกฤต","100%","การอ่านค่าระดับน้ำจากป้ายวัดระดับน้ำ พบตัวเลขที่แสดงครบถ้วนทั้งหมด 4 ค่า ได้แก่ 9.70, 9.69, 9.68 และ 9.67 โดยพิจารณาค่าที่ต่ำที่สุดตามกฎที่กำหนดไว้คือ 9.67 ซึ่งถือเป็นระดับน้ำที่อยู่ในสถานะวิกฤต"
"03/07/2569 22:00:07","3 ก.ค.","22:00","วัดปึก","CAM 6","9.34","วิกฤต","98%","ตรวจสอบตัวเลขที่มองเห็นได้ชัดเจนบนป้ายมาตรวัดน้ำ ได้แก่ 9.37, 9.36, 9.35 และ 9.34 โดยค่าต่ำสุดที่เห็นได้ชัดเจนคือ 9.34 เมตร"
"03/07/2569 22:00:11","3 ก.ค.","22:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","The visible complete numbers on the staff gauge are 8.87, 8.86, 8.85, and 8.84. According to the rules, the lowest complete number visible is 8.84."
"03/07/2569 20:00:00","3 ก.ค.","20:00","วัดกะทิง","CAM 4","9.67","ระดับปกติ","100%",""
"03/07/2569 23:00:03","3 ก.ค.","23:00","วัดกะทิง","CAM 4","9.67","วิกฤต","100%","วิเคราะห์ภาพจากมาตรวัดน้ำ พบตัวเลขที่อ่านได้ชัดเจนทั้งหมด ได้แก่ 9.67, 9.68, 9.69 และ 9.70 โดยค่าที่ต่ำที่สุดคือ 9.67"
"03/07/2569 23:00:08","3 ก.ค.","23:00","วัดปึก","CAM 6","9.34","วิกฤต","98%","วิเคราะห์จากภาพเลขมาตรวัดที่เห็นครบถ้วนสมบูรณ์ที่สุดคือ 9.37, 9.36, 9.35 และ 9.34 โดยเลขที่ต่ำที่สุดที่ปรากฏคือ 9.34"
"03/07/2569 23:00:12","3 ก.ค.","23:00","บ้านแตงเม","CAM 8","8.84","วิกฤต","100%","พบตัวเลขที่แสดงผลบนมาตรวัดน้ำครบถ้วน ได้แก่ 8.87, 8.86, 8.85 และ 8.84 โดยค่าที่ต่ำที่สุดที่ปรากฏคือ 8.84"
